Rt,Inst,home,an_inc,ver,pur,dti,del,pb_rc,rev_bal,rev_util,class
0.1253,133.87,MORTGAGE,52000,Not Verified,home_improvement,1.34,0,0,2386,0.113,Notpaid
0.1411,684.58,MORTGAGE,190000,Verified,debt_consolidation,21.4,0,0,12531,0.301,Paid
0.0963,385.14,MORTGAGE,101000,Verified,debt_consolidation,15.15,0,0,19326,0.25,Paid
0.0768,109.17,MORTGAGE,63000,Not Verified,home_improvement,18.46,0,0,2733,0.076,Paid
0.0768,46.79,RENT,23004,Not Verified,major_purchase,4.33,0,0,2413,0.103,Paid
0.1095,654.28,OWN,66948,Source Verified,home_improvement,18.89,0,0,12683,0.181,Paid
0.1253,359.77,RENT,24996,Not Verified,debt_consolidation,14.74,0,0,15175,0.532,Paid
0.1221,99.95,RENT,30000,Verified,debt_consolidation,9.88,0,0,5431,0.862,Notpaid
0.1379,136.31,RENT,20000,Not Verified,medical,24.72,0,0,7231,0.951,Paid
0.1126,690.13,MORTGAGE,270000,Verified,home_improvement,7.26,0,0,129705,0.62,Paid
0.1189,472.59,MORTGAGE,87950,Verified,small_business,12.2,0,0,39,0.003,Paid
0.1316,405.25,OWN,34296,Source Verified,debt_consolidation,23.06,1,0,5244,0.275,Paid
0.1158,792.33,RENT,88596,Verified,credit_card,22.69,0,0,27806,0.323,Paid
0.0768,99.81,RENT,57504,Not Verified,other,9.24,0,0,3176,0.227,Paid
0.1316,324.2,MORTGAGE,35000,Source Verified,debt_consolidation,16.15,0,0,14852,0.794,Paid
0.1316,324.2,RENT,113000,Verified,other,0,0,0,17533,0.958,Paid
0.08,101.85,MORTGAGE,40000,Not Verified,credit_card,10.26,0,0,18467,0.309,Paid
0.1537,139.39,MORTGAGE,21948,Not Verified,debt_consolidation,1.91,0,0,370,0.218,Paid
0.1411,616.12,MORTGAGE,55000,Not Verified,debt_consolidation,14.49,0,0,19976,0.812,Paid
0.1726,629.81,RENT,71480,Source Verified,debt_consolidation,11.65,2,0,27914,0.886,Paid
0.1316,337.71,RENT,45000,Verified,other,3.97,0,0,2025,0.156,Notpaid
0.1189,198.99,RENT,87000,Not Verified,other,19.38,0,0,42987,0.89,Notpaid
0.1379,170.38,RENT,48996,Not Verified,wedding,0.73,0,0,2987,0.498,Paid
0.0963,96.29,OWN,30000,Not Verified,wedding,0.68,0,0,893,0.388,Paid
0.0963,32.1,RENT,5500,Not Verified,moving,3.71,0,0,566,0.086,Paid
0.16,158.21,OWN,32000,Not Verified,small_business,17.48,0,0,1404,0.936,Paid
0.1379,579.29,RENT,50000,Verified,debt_consolidation,16,0,0,17613,0.766,Paid
0.16,878.94,MORTGAGE,174000,Verified,credit_card,15.43,0,1,35010,0.657,Paid
0.0963,417.23,MORTGAGE,56000,Source Verified,credit_card,6.81,0,0,21456,0.277,Paid
0.08,250.69,RENT,37050,Not Verified,car,12.63,0,0,12269,0.193,Paid
0.0932,239.61,MORTGAGE,52000,Not Verified,home_improvement,22.83,0,0,1447,0.069,Paid
0.1253,167.34,RENT,53000,Not Verified,home_improvement,14.08,0,0,12053,0.873,Paid
0.0963,224.66,RENT,48000,Not Verified,house,10.35,0,0,2108,0.109,Paid
0.0932,95.85,RENT,45000,Verified,moving,17.04,0,0,2009,0.143,Paid
0.0932,383.37,MORTGAGE,54000,Not Verified,credit_card,6.58,0,0,5300,0.312,Paid
0.1189,165.82,OWN,24744,Verified,other,6.69,0,0,9764,0.227,Paid
0.1284,67.24,RENT,15000,Not Verified,car,15.28,0,0,1545,0.186,Paid
0.1379,272.61,MORTGAGE,173088,Source Verified,home_improvement,2.44,0,0,14324,0.534,Paid
0.1474,55.26,OWN,10000,Not Verified,credit_card,18.12,0,0,5704,0.803,Paid
0.0963,481.42,RENT,42900,Not Verified,credit_card,10.49,0,0,4963,0.158,Paid
0.1316,317.44,RENT,57996,Source Verified,debt_consolidation,24.31,0,0,23802,0.592,Notpaid
0.1189,397.97,RENT,94992,Not Verified,debt_consolidation,1.92,0,0,14989,0.25,Paid
0.0932,223.63,RENT,30000,Not Verified,debt_consolidation,11.8,0,0,5842,0.309,Paid
0.1379,67.3,RENT,83500,Not Verified,other,13.42,2,1,11386,0.55,Paid
0.1726,521.56,MORTGAGE,180000,Verified,debt_consolidation,12.12,1,0,67579,0.61,Paid
0.1347,409.62,MORTGAGE,113028,Verified,wedding,10.02,0,0,20460,0.398,Paid
0.1347,106.01,RENT,50000,Not Verified,debt_consolidation,21.62,0,0,13427,0.3,Paid
0.1347,271.39,MORTGAGE,38213,Not Verified,credit_card,12.59,0,1,5545,0.609,Notpaid
0.1568,87.51,RENT,32108,Source Verified,educational,23.88,0,0,8072,0.928,Notpaid
0.0932,247.59,MORTGAGE,81000,Not Verified,credit_card,13.11,0,0,18540,0.296,Paid
0.0963,256.76,RENT,45000,Verified,home_improvement,1.28,0,0,25,0.001,Paid
0.0963,449.32,RENT,75000,Source Verified,car,1.94,0,0,45050,0.064,Paid
0.1347,254.42,MORTGAGE,65000,Not Verified,debt_consolidation,13.75,0,0,40310,0.667,Paid
0.1189,464.3,MORTGAGE,108000,Not Verified,home_improvement,11.34,0,0,47016,0.371,Paid
0.1347,165.38,OTHER,37500,Not Verified,debt_consolidation,21.09,0,0,10800,0.543,Paid
0.1758,503.19,MORTGAGE,86000,Verified,debt_consolidation,21.93,0,1,18991,0.95,Paid
0.1189,58.04,MORTGAGE,52160,Not Verified,credit_card,2.65,1,0,3002,0.051,Paid
0.1221,346.48,RENT,83252,Verified,credit_card,13.81,0,0,17610,0.769,Paid
0.1758,790.73,MORTGAGE,202000,Verified,debt_consolidation,14.03,0,0,31008,0.798,Notpaid
0.1411,136.92,MORTGAGE,75000,Not Verified,educational,15.63,0,0,6855,0.536,Paid
0.1474,621.67,RENT,56000,Verified,credit_card,16.33,0,0,18451,0.652,Paid
0.0932,95.85,RENT,53000,Verified,debt_consolidation,11.34,0,0,722,0.032,Paid
0.08,156.69,RENT,34000,Not Verified,credit_card,15.85,1,0,5748,0.123,Paid
0.0768,155.96,RENT,32000,Not Verified,wedding,15,0,0,695,0.082,Paid
0.16,112.51,RENT,20000,Not Verified,educational,6.3,0,0,1715,0.399,Paid
0.1189,149.24,MORTGAGE,52692,Not Verified,moving,13.03,1,0,850,0.142,Paid
0.1284,252.14,RENT,35004,Source Verified,debt_consolidation,21.36,0,0,10638,0.618,Paid
0.1253,334.67,MORTGAGE,90000,Verified,medical,20.4,0,0,28872,0.211,Paid
0.1316,324.2,RENT,22000,Source Verified,home_improvement,16.36,0,0,11246,0.937,Paid
0.0932,415.31,RENT,90000,Not Verified,debt_consolidation,8.51,0,0,9957,0.296,Paid
0.1379,163.57,MORTGAGE,77350,Not Verified,credit_card,16.93,0,0,19146,0.339,Paid
0.1221,266.52,RENT,35000,Not Verified,small_business,1.3,0,0,2722,0.368,Paid
0.1442,469.33,RENT,63936,Verified,credit_card,22.43,1,0,34847,0.681,Paid
0.1442,343.83,RENT,55000,Not Verified,debt_consolidation,23.41,0,0,20344,0.86,Paid
0.1316,378.23,RENT,63800,Verified,small_business,4.25,0,0,8897,0.191,Notpaid
0.1379,340.76,MORTGAGE,36000,Not Verified,home_improvement,12.3,0,0,6729,0.975,Notpaid
0.1411,513.44,RENT,63000,Source Verified,debt_consolidation,22.67,0,0,26803,0.927,Paid
0.08,338.43,MORTGAGE,135000,Source Verified,home_improvement,6.82,0,0,10232,0.191,Paid
0.0963,102.71,RENT,41745,Not Verified,credit_card,19.58,0,0,6479,0.381,Paid
0.08,250.69,MORTGAGE,99996,Not Verified,car,4.32,1,0,5262,0.284,Paid
0.0932,76.68,RENT,54500,Verified,credit_card,4.69,0,0,2184,0.721,Paid
0.1316,515,MORTGAGE,72000,Not Verified,small_business,17.68,0,0,6759,0,Paid
0.0768,77.98,MORTGAGE,63000,Not Verified,wedding,14.74,0,0,27222,0.429,Paid
0.0963,256.76,RENT,51000,Verified,house,0.24,0,0,132,0.066,Paid
0.1221,533.04,OTHER,58000,Verified,small_business,7.49,0,0,10144,0.156,Paid
0.0932,95.85,RENT,24000,Not Verified,small_business,0.95,0,0,1870,0.055,Paid
0.1316,506.56,MORTGAGE,31000,Source Verified,debt_consolidation,13.16,0,0,4923,0.703,Paid
0.1253,200.8,RENT,54000,Not Verified,vacation,6.36,0,0,1510,0.503,Paid
0.1568,367.52,MORTGAGE,60000,Verified,car,14.42,0,0,24151,0.611,Paid
0.1474,448.98,MORTGAGE,35000,Verified,debt_consolidation,16.39,0,0,21124,0.873,Paid
0.0768,187.15,MORTGAGE,200004,Source Verified,car,5.61,0,0,7926,0.498,Paid
0.1379,238.53,RENT,70000,Source Verified,car,21.53,0,0,8299,0.589,Paid
0.08,238.16,RENT,33000,Not Verified,debt_consolidation,12.29,0,0,1805,0.087,Paid
0.1474,345.37,OTHER,125004,Verified,debt_consolidation,9.34,1,0,12403,0.398,Paid
0.0932,319.47,MORTGAGE,165996,Verified,home_improvement,15.02,0,0,56153,0.443,Paid
0.0737,111.77,RENT,42000,Not Verified,car,6.57,0,0,2521,0.221,Paid
0.0963,115.54,RENT,82300,Verified,other,0.58,0,0,849,0.019,Paid
0.1316,202.63,RENT,47581,Not Verified,debt_consolidation,20.02,0,0,18634,0.706,Paid
0.1379,115.86,MORTGAGE,63000,Verified,credit_card,20.11,0,0,18212,0.564,Paid
0.16,215.34,RENT,66996,Source Verified,debt_consolidation,16.25,1,0,5636,0.499,Paid
0.1189,198.99,RENT,35004,Not Verified,major_purchase,11.55,0,0,1003,0.436,Paid
0.1221,506.39,MORTGAGE,52000,Not Verified,credit_card,19.32,0,0,32709,0.536,Paid
0.1189,464.3,MORTGAGE,32000,Verified,debt_consolidation,17.81,0,0,4577,0.162,Paid
0.1316,287.05,RENT,32000,Verified,debt_consolidation,3.9,0,0,9172,0.447,Paid
0.08,313.37,RENT,31200,Verified,debt_consolidation,7.62,0,0,944,0.197,Notpaid
0.0932,325.86,MORTGAGE,106000,Source Verified,debt_consolidation,0.17,0,0,9943,0.109,Paid
0.0963,192.57,RENT,71599,Verified,other,9.49,0,0,257,0.036,Paid
0.1221,263.19,OWN,50000,Verified,other,7.25,0,0,2140,0.06,Paid
0.1474,268.53,RENT,34000,Verified,small_business,13.59,0,0,22556,0.73,Paid
0.0963,346.62,MORTGAGE,107000,Not Verified,debt_consolidation,9.41,0,0,4229,0.071,Paid
0.1411,222.49,MORTGAGE,73000,Source Verified,home_improvement,11.59,0,0,0,,Notpaid
0.1284,605.13,MORTGAGE,30144,Not Verified,debt_consolidation,12.74,0,0,22099,0.847,Paid
0.1221,666.3,MORTGAGE,116004,Not Verified,home_improvement,9.22,0,0,0,0,Paid
0.1411,198.53,RENT,85000,Not Verified,debt_consolidation,4.62,0,0,6419,0.455,Paid
0.1568,192.51,MORTGAGE,68000,Source Verified,home_improvement,11.42,1,1,10311,0.889,Paid
0.08,156.69,RENT,54996,Source Verified,debt_consolidation,7.53,0,0,6576,0.252,Paid
0.0963,481.42,MORTGAGE,100000,Verified,small_business,4.81,0,0,21267,0.339,Paid
0.16,285.66,RENT,65000,Verified,debt_consolidation,15.88,0,1,21438,0.906,Notpaid
0.1221,499.73,MORTGAGE,80600,Verified,debt_consolidation,3.48,0,0,11774,0.444,Paid
0.0932,255.58,RENT,65000,Not Verified,debt_consolidation,1.94,0,0,3845,0.256,Paid
0.1347,305.31,RENT,72000,Not Verified,debt_consolidation,12.85,1,0,8081,0.581,Paid
0.1284,181.54,RENT,35000,Not Verified,debt_consolidation,23.07,0,0,7828,0.239,Paid
0.16,421.89,RENT,50004,Not Verified,debt_consolidation,11.33,0,0,11660,0.67,Paid
0.1316,202.63,MORTGAGE,70000,Not Verified,debt_consolidation,23.91,0,0,22713,0.431,Paid
0.1284,33.62,RENT,24000,Not Verified,other,24.35,0,1,2533,0.384,Paid
0.1284,504.27,RENT,55000,Source Verified,debt_consolidation,14.99,0,0,9483,0.578,Paid
0.1379,85.19,RENT,25800,Not Verified,medical,14.93,0,0,1838,0.735,Paid
0.1474,41.45,RENT,18300,Not Verified,other,2.56,0,0,1716,0.715,Paid
0.0963,481.42,MORTGAGE,48000,Not Verified,car,12.57,0,0,10,0.001,Paid
0.0768,124.77,RENT,36300,Not Verified,car,0.93,0,0,1410,0.671,Paid
0.1221,116.61,MORTGAGE,68004,Not Verified,small_business,17.82,0,0,53059,0.899,Paid
0.1411,684.58,RENT,110000,Verified,credit_card,13.18,1,0,25277,0.808,Paid
0.08,188.02,RENT,80000,Not Verified,other,7.75,0,0,12454,0.298,Paid
0.1221,273.19,RENT,34000,Source Verified,small_business,8.72,0,0,6383,0.487,Paid
0.1411,246.45,OWN,42996,Not Verified,other,13.62,0,0,1621,0.405,Paid
0.1189,212.25,MORTGAGE,60000,Not Verified,other,1.62,0,0,3391,0.062,Paid
0.1221,326.49,MORTGAGE,71000,Not Verified,credit_card,10.48,0,1,9630,0.366,Paid
0.1221,399.78,RENT,60000,Not Verified,debt_consolidation,17.32,0,0,19817,0.614,Paid
0.1158,528.22,RENT,300000,Verified,car,7.6,0,0,41491,0.609,Paid
0.08,175.49,MORTGAGE,75000,Source Verified,wedding,13.31,0,0,0,0,Paid
0.08,31.34,RENT,25000,Not Verified,other,9.26,0,0,3106,0.314,Paid
0.1189,497.46,MORTGAGE,130000,Verified,renewable_energy,7.31,0,0,9642,0.3,Paid
0.1442,110.03,RENT,39000,Not Verified,wedding,3.82,0,0,6039,0.281,Paid
0.0963,248.74,RENT,49000,Not Verified,other,11.36,0,0,6720,0.19,Paid
0.0963,304.9,RENT,55000,Verified,medical,9.16,0,0,28962,0.669,Paid
0.1663,141,RENT,96000,Verified,debt_consolidation,18.46,0,0,39502,0.876,Paid
0.1442,51.58,RENT,56160,Not Verified,major_purchase,19.85,0,0,15198,0.84,Paid
0.1221,333.15,RENT,35000,Not Verified,debt_consolidation,9.53,0,0,9985,0.523,Paid
0.1189,50.58,OWN,98736,Not Verified,car,8.12,0,0,36192,0.846,Notpaid
0.1189,281.9,RENT,45000,Not Verified,debt_consolidation,17.04,0,0,14439,0.322,Paid
0.1284,168.09,RENT,58106,Verified,car,0.23,0,0,11,0.001,Notpaid
0.1253,234.27,RENT,24996,Not Verified,debt_consolidation,21.08,0,0,4702,0.619,Paid
0.1505,867.29,RENT,120000,Verified,other,3.26,1,0,3173,0.062,Paid
0.1253,127.18,RENT,36996,Not Verified,debt_consolidation,12.36,0,0,168,0.56,Paid
0.08,188.02,RENT,39000,Not Verified,debt_consolidation,6.65,0,0,4487,0.111,Paid
0.0737,111.77,RENT,44094,Not Verified,moving,12.38,0,0,1060,0.086,Paid
0.1253,602.4,MORTGAGE,108000,Not Verified,educational,11.67,0,0,14191,0.612,Paid
0.0768,249.53,MORTGAGE,50000,Not Verified,debt_consolidation,11.59,0,0,9287,0.279,Paid
0.1379,306.68,RENT,80000,Not Verified,other,0.09,1,0,3230,0.103,Paid
0.1632,439.66,RENT,42996,Not Verified,debt_consolidation,12.5,0,0,7722,0.821,Paid
0.1253,133.87,RENT,81996,Not Verified,debt_consolidation,20.91,0,0,36462,0.81,Paid
0.1284,672.36,MORTGAGE,42000,Not Verified,home_improvement,1.49,0,0,1954,0.064,Paid
0.1284,215.16,RENT,25000,Not Verified,debt_consolidation,15.07,0,0,4072,0.238,Paid
0.1505,104.08,MORTGAGE,41600,Not Verified,major_purchase,18.95,1,0,4285,0.446,Paid
0.0932,319.47,RENT,35364,Not Verified,debt_consolidation,19.88,0,0,12255,0.242,Paid
0.1663,425.64,OTHER,96000,Not Verified,small_business,15.46,1,0,24249,0.97,Paid
0.08,282.03,OWN,57000,Verified,other,9.62,0,0,57033,0.298,Paid
0.1537,334.53,MORTGAGE,70000,Verified,debt_consolidation,17.04,0,0,22875,0.86,Paid
0.1189,596.96,RENT,70000,Not Verified,debt_consolidation,11.23,1,0,11286,0.695,Paid
0.1442,226.93,MORTGAGE,30000,Not Verified,debt_consolidation,11.08,0,0,6593,0.559,Paid
0.1253,117.14,MORTGAGE,128000,Verified,vacation,19.28,0,0,16146,0.544,Notpaid
0.0963,48.15,MORTGAGE,24000,Not Verified,educational,9.8,0,0,0,0,Paid
0.1537,95.83,MORTGAGE,80000,Not Verified,major_purchase,3.55,0,0,64,0.012,Paid
0.0932,255.58,OWN,44000,Not Verified,debt_consolidation,15.16,0,0,24142,0.494,Paid
0.0963,307.31,OWN,56996,Source Verified,car,10.72,0,0,8305,0.269,Paid
0.0963,320.95,MORTGAGE,48000,Source Verified,credit_card,13.8,0,0,9660,0.604,Paid
0.1316,67.55,RENT,25000,Not Verified,debt_consolidation,9.55,0,0,635,0.423,Notpaid
0.1411,123.23,RENT,30000,Not Verified,small_business,0.04,0,1,1,0,Paid
0.1505,143.97,RENT,12000,Not Verified,debt_consolidation,5.8,0,0,1950,0.672,Paid
0.1095,170.12,MORTGAGE,81000,Source Verified,other,10.34,0,0,25972,0.896,Paid
0.1284,504.27,MORTGAGE,85000,Verified,small_business,11.92,0,0,27662,0.734,Paid
0.1411,123.23,RENT,37000,Verified,debt_consolidation,3.31,1,0,3437,0.904,Paid
0.0768,86.56,RENT,18460,Not Verified,debt_consolidation,4.55,0,0,1223,0.066,Paid
0.0737,543.3,MORTGAGE,117500,Verified,car,8.61,0,0,3524,0.087,Paid
0.0963,449.32,RENT,125000,Not Verified,debt_consolidation,7.81,0,0,17649,0.581,Paid
0.08,313.37,OWN,180000,Verified,medical,7.26,0,0,22141,0.152,Paid
0.1442,51.58,MORTGAGE,60000,Not Verified,medical,12.04,0,0,2287,0.476,Notpaid
0.1316,216.13,RENT,80000,Source Verified,credit_card,17.16,0,0,22630,0.539,Paid
0.1379,851.89,MORTGAGE,76000,Verified,home_improvement,4.45,0,0,165,0.025,Notpaid
0.1663,354.7,RENT,26000,Not Verified,house,4.62,0,0,5785,0.546,Notpaid
0.16,351.58,RENT,87996,Verified,wedding,11.85,0,0,12125,0.693,Paid
0.0963,320.95,RENT,42000,Not Verified,home_improvement,1.14,0,0,974,0.045,Paid
0.1474,138.15,MORTGAGE,26004,Not Verified,debt_consolidation,14.72,0,0,2229,0.587,Paid
0.0932,287.53,OTHER,112000,Verified,small_business,0.43,0,0,1074,0.039,Paid
0.08,156.69,MORTGAGE,79000,Source Verified,house,0.5,0,0,33,0.002,Paid
0.16,457.05,RENT,43200,Source Verified,debt_consolidation,11.08,0,0,2350,0.635,Paid
0.1253,301.2,MORTGAGE,91992,Source Verified,home_improvement,20.3,0,0,42813,0,Notpaid
0.1726,687.06,MORTGAGE,58650,Source Verified,debt_consolidation,9.78,0,0,20732,0.96,Paid
0.1537,313.62,RENT,35000,Source Verified,vacation,6.27,0,0,8534,0.293,Paid
0.1537,174.24,RENT,38000,Not Verified,house,0.32,0,0,260,0.104,Paid
0.1189,596.96,MORTGAGE,72000,Verified,debt_consolidation,22.3,0,0,23518,0.329,Paid
0.16,140.63,RENT,17600,Not Verified,other,1.7,0,0,301,0.089,Paid
0.0963,144.43,RENT,38000,Not Verified,other,0.82,0,0,752,0.279,Notpaid
0.1442,524.34,MORTGAGE,60000,Verified,debt_consolidation,20.64,0,0,51790,0.961,Notpaid
0.1253,401.6,OWN,36000,Not Verified,other,24.6,0,0,13376,0.339,Paid
0.1379,68.16,RENT,53117,Verified,credit_card,18.07,0,0,16306,0.959,Paid
0.1442,55.02,RENT,8088,Not Verified,medical,19.14,0,0,2816,0.939,Paid
0.1505,138.77,OWN,22000,Not Verified,car,19.75,1,0,555,0.039,Paid
0.1442,481.36,RENT,37148.8,Source Verified,debt_consolidation,22.13,0,0,1840,0.267,Paid
0.1347,407.08,RENT,80000,Source Verified,small_business,23.83,0,0,8762,0.319,Paid
0.0932,159.74,RENT,46800,Not Verified,moving,5.05,0,0,1767,0.147,Paid
0.1537,209.08,RENT,88020,Verified,debt_consolidation,13.24,0,0,24214,0.68,Paid
0.0932,255.58,MORTGAGE,49716,Verified,other,14.99,0,0,1575,0.219,Paid
0.1221,149.92,RENT,48500,Verified,major_purchase,16.7,0,0,5198,0.416,Paid
0.1411,329.46,RENT,45000,Source Verified,debt_consolidation,22.48,0,0,13575,0.738,Notpaid
0.1221,266.52,MORTGAGE,72000,Verified,debt_consolidation,9.87,0,0,54855,0.108,Paid
0.1568,328.14,OTHER,40000,Not Verified,other,14.1,2,0,4485,0.258,Notpaid
0.1284,336.18,RENT,48000,Source Verified,other,4,1,0,7350,0.138,Paid
0.1253,560.56,MORTGAGE,60000,Verified,home_improvement,8.56,0,0,25409,0.381,Paid
0.0932,263.57,MORTGAGE,39600,Source Verified,credit_card,24.45,0,0,29576,0.411,Paid
0.1411,410.75,OWN,92000,Verified,small_business,7.63,2,0,752,0.025,Notpaid
0.1253,334.67,OTHER,37800,Verified,car,10.38,0,0,26788,0.652,Notpaid
0.1411,143.77,MORTGAGE,18701,Not Verified,home_improvement,4.62,0,0,2255,0.376,Paid
0.1726,150.3,RENT,43000,Not Verified,debt_consolidation,12.31,0,0,9753,0.959,Paid
0.1221,333.15,MORTGAGE,75000,Not Verified,credit_card,11.02,0,0,9484,0.839,Paid
0.1442,192.55,OWN,32500,Not Verified,other,6.09,0,0,3805,0.488,Paid
0.1316,50.66,MORTGAGE,30000,Not Verified,other,10.44,1,0,10926,0.724,Paid
0.0768,165.32,MORTGAGE,30929.6,Verified,debt_consolidation,0.58,0,0,1674,0.088,Paid
0.08,222.49,MORTGAGE,65004,Not Verified,debt_consolidation,13.25,0,0,4409,0.124,Paid
0.1347,379.94,MORTGAGE,121900,Verified,educational,14.28,1,0,0,0,Notpaid
0.1474,690.74,MORTGAGE,78000,Not Verified,debt_consolidation,15.51,0,0,19367,0.499,Paid
0.08,150.42,MORTGAGE,62000,Source Verified,home_improvement,1.2,0,0,3473,0.107,Paid
0.1284,242.05,RENT,50004,Not Verified,debt_consolidation,13.17,0,0,19434,0.432,Paid
0.1474,276.3,MORTGAGE,30000,Not Verified,debt_consolidation,15.44,1,0,21202,0.88,Paid
0.1568,385.02,RENT,70000,Not Verified,home_improvement,14.97,0,0,9649,0.505,Notpaid
0.1537,139.39,OWN,28000,Verified,debt_consolidation,23.83,0,0,4071,0.783,Paid
0.0932,313.08,MORTGAGE,34000,Not Verified,debt_consolidation,22.62,0,0,16248,0.239,Paid
0.0932,255.58,MORTGAGE,135000,Not Verified,car,5.18,0,0,79821,0.371,Paid
0.1379,170.38,RENT,34152,Source Verified,debt_consolidation,5.69,0,0,445,0.89,Paid
0.1189,414.55,RENT,60000,Source Verified,credit_card,14.68,0,0,12663,0.344,Paid
0.1221,158.25,MORTGAGE,45204,Source Verified,car,20.95,0,0,26272,0.337,Paid
0.1411,313.2,MORTGAGE,100000,Source Verified,debt_consolidation,24.34,1,0,46268,0.929,Notpaid
0.1568,420.02,RENT,45996,Not Verified,debt_consolidation,4.04,0,0,7805,0.419,Paid
0.1316,324.2,RENT,44000,Not Verified,debt_consolidation,5.21,1,0,7491,0.713,Paid
0.1474,442.08,RENT,75000,Not Verified,credit_card,14.96,1,0,24769,0.901,Paid
0.1537,684.73,RENT,51295,Source Verified,credit_card,11.72,0,0,43620,0.929,Paid
0.1474,172.69,RENT,57000,Not Verified,educational,9.81,0,0,3335,0.451,Notpaid
0.1474,189.96,RENT,26784,Not Verified,debt_consolidation,21.33,0,0,12041,0.593,Paid
0.1316,405.25,RENT,84000,Not Verified,debt_consolidation,9.4,0,1,15127,0.456,Paid
0.1474,414.45,RENT,56100,Verified,debt_consolidation,3.87,0,0,7810,0.375,Paid
0.0768,124.77,OWN,38000,Not Verified,debt_consolidation,13.45,0,0,3199,0.074,Paid
0.1379,170.38,RENT,34500,Source Verified,debt_consolidation,7.41,0,0,693,0.231,Paid
0.1316,432.26,RENT,62000,Verified,debt_consolidation,3.74,0,0,6214,0.208,Paid
0.1568,210.01,RENT,52000,Not Verified,debt_consolidation,23.35,0,0,7160,0.623,Paid
0.1189,238.79,MORTGAGE,44004,Source Verified,credit_card,6.98,0,0,9144,0.255,Paid
0.1221,199.89,MORTGAGE,40000,Not Verified,major_purchase,0.6,0,0,297,0.058,Paid
0.1284,336.18,RENT,132000,Source Verified,credit_card,2,0,0,3462,0.216,Paid
0.08,313.37,MORTGAGE,60000,Not Verified,car,0.36,0,0,1858,0.127,Paid
0.1189,198.99,RENT,70000,Not Verified,other,7.23,0,0,4965,0.534,Paid
0.16,527.36,MORTGAGE,50000,Source Verified,small_business,7.92,0,0,5918,0.986,Notpaid
0.1632,353.14,RENT,48000,Verified,debt_consolidation,20.55,0,1,3996,0.975,Notpaid
0.0768,194.95,MORTGAGE,43000,Verified,small_business,21.43,0,0,2094,0.077,Paid
0.1379,436.17,MORTGAGE,109000,Not Verified,credit_card,24.88,0,0,39311,0.858,Paid
0.0963,385.14,RENT,75000,Source Verified,other,14.93,0,0,2300,0.113,Paid
0.1221,159.92,MORTGAGE,64000,Not Verified,medical,16.72,1,0,9878,0.564,Paid
0.1253,836.66,RENT,115000,Verified,wedding,1.39,0,0,30215,0.496,Notpaid
0.1379,681.51,MORTGAGE,138996,Verified,wedding,7.12,0,0,7629,0.253,Paid
0.1347,373.15,MORTGAGE,24000,Not Verified,other,13.65,0,0,8476,0.422,Paid
0.1758,718.84,RENT,101004,Source Verified,other,16.93,1,0,18606,0.675,Paid
0.1189,663.28,MORTGAGE,44600,Verified,other,17.33,0,0,22828,0.214,Paid
0.1379,238.53,RENT,27000,Source Verified,debt_consolidation,21.91,0,0,7494,0.949,Paid
0.1537,871.16,RENT,89900,Verified,small_business,22.59,0,0,30523,0.777,Paid
0.1347,590.26,MORTGAGE,107000,Not Verified,debt_consolidation,13.38,0,0,35598,0.579,Paid
0.1347,407.08,MORTGAGE,68000,Not Verified,debt_consolidation,21.9,0,0,43863,0.637,Paid
0.1347,169.62,RENT,80004,Not Verified,moving,3.67,1,0,3048,0.339,Paid
0.1442,171.92,RENT,107028,Verified,small_business,1.96,0,0,4233,0.46,Notpaid
0.0932,63.9,MORTGAGE,64000,Not Verified,small_business,12.04,0,0,0,0,Paid
0.1316,506.56,RENT,73500,Not Verified,credit_card,18.87,0,0,49542,0.546,Paid
0.1411,676.02,MORTGAGE,65000,Not Verified,debt_consolidation,18.85,0,0,11667,0.331,Notpaid
0.0963,224.66,MORTGAGE,92004,Source Verified,home_improvement,8.05,1,0,962,0.046,Paid
0.1316,413.69,RENT,24000,Not Verified,small_business,11.35,0,0,4850,0.539,Notpaid
0.0963,215.04,OWN,13500,Not Verified,major_purchase,6.4,0,0,35,0.017,Paid
0.1221,333.15,RENT,21000,Not Verified,other,8.46,0,0,6711,0.533,Paid
0.1379,511.14,OTHER,58000,Source Verified,credit_card,11.07,0,0,15166,0.948,Paid
0.1442,55.02,MORTGAGE,25700,Source Verified,home_improvement,12.98,0,1,0,0,Paid
0.1253,187.42,MORTGAGE,35000,Not Verified,major_purchase,14.43,0,0,15341,0.402,Notpaid
0.1284,168.09,RENT,30000,Verified,other,2.6,0,0,724,0.028,Paid
0.1347,814.15,MORTGAGE,100000,Verified,small_business,7.25,0,0,5,0.002,Paid
0.1505,190.81,RENT,43004,Not Verified,car,12.7,1,0,1953,0.574,Paid
0.1347,67.85,RENT,19632,Not Verified,other,16.32,0,0,6191,0.72,Paid
0.1347,284.95,RENT,62000,Not Verified,debt_consolidation,13.53,0,0,9631,0.747,Paid
0.1505,156.12,MORTGAGE,82000,Verified,major_purchase,11.56,2,1,0,0,Paid
0.1347,244.25,RENT,88500,Verified,debt_consolidation,12.83,0,0,28767,0.749,Paid
0.1505,346.92,RENT,47004,Not Verified,major_purchase,20.19,0,0,0,,Paid
0.1126,312.21,RENT,72000,Source Verified,car,3.73,0,0,700,0.146,Paid
0.1316,303.94,MORTGAGE,40000,Not Verified,car,9.66,0,1,1813,0.271,Paid
