Rt,Inst,home,an_inc,ver,pur,dti,del,pb_rc,rev_bal,rev_util,class
0.1399,136.7,RENT,44700,Not Verified,debt_consolidation,9.93,2,0,0,0.2633,Paid
0.0749,111.97,RENT,51300,Source Verified,other,24.89,0,0,11964,0.696,Paid
0.1839,128.04,RENT,18000,Source Verified,debt_consolidation,13.87,0,0,2242,0.773,Notpaid
0.0749,388.78,RENT,49000,Not Verified,debt_consolidation,13.4,0,0,8183,0.251,Paid
0.1299,181.99,MORTGAGE,35000,Not Verified,home_improvement,8.47,0,0,7211,0.407,Paid
0.1299,109.2,RENT,59004,Verified,major_purchase,9.17,2,0,605,0.183,Paid
0.1749,89.75,RENT,43000,Not Verified,debt_consolidation,13.31,0,0,3084,0.717,Notpaid
0.1349,324.37,MORTGAGE,61000,Not Verified,home_improvement,18.55,1,0,941,0.072,Paid
0.0749,466.53,MORTGAGE,90000,Not Verified,home_improvement,12.92,0,0,13044,0.309,Paid
0.1199,667.19,RENT,100000,Verified,home_improvement,0.59,0,0,2208,0.294,Notpaid
0.1349,135.73,OWN,107000,Not Verified,credit_card,2.09,1,0,2840,0.2,Paid
0.1929,295.59,RENT,48000,Verified,debt_consolidation,24.77,1,0,2491,0.242,Notpaid
0.1399,102.52,RENT,53000,Not Verified,other,0.57,0,0,157,0.262,Paid
0.1199,664.2,MORTGAGE,65000,Not Verified,debt_consolidation,16.38,0,0,26764,0.532,Paid
0.0766,544.87,RENT,35000,Verified,debt_consolidation,15.43,0,0,13422,0.414,Paid
0.0999,387.15,RENT,72000,Verified,debt_consolidation,25.6,0,0,18887,0.821,Paid
0.1399,109.36,RENT,30000,Not Verified,credit_card,14.4,0,0,2934,0.207,Paid
0.1689,185.96,RENT,21600,Verified,major_purchase,18.61,0,0,2042,0.681,Notpaid
0.0849,410.32,MORTGAGE,222000,Source Verified,home_improvement,4.6,0,0,1245,0.498,Paid
0.1299,80.86,RENT,48000,Source Verified,major_purchase,6.4,0,0,780,0.557,Paid
0.1199,664.2,MORTGAGE,100970,Verified,small_business,3.55,0,0,5179,0.425,Notpaid
0.0749,633.7,RENT,54000,Verified,debt_consolidation,25.71,0,0,16333,0.359,Paid
0.0999,290.37,RENT,46200,Not Verified,car,11.12,0,0,8692,0.508,Paid
0.0849,315.63,RENT,80000,Source Verified,moving,14.59,0,0,7474,0.498,Paid
0.1349,122.15,OWN,48000,Not Verified,credit_card,21.27,0,0,4896,0.158,Notpaid
0.1,276.22,MORTGAGE,44004,Verified,debt_consolidation,18.38,0,0,5440,0.205,Paid
0.06,132.64,RENT,75000,Source Verified,debt_consolidation,19.98,0,0,23401,0.625,Paid
0.2174,686.79,MORTGAGE,45000,Verified,debt_consolidation,17.2,0,0,37233,0.993,Notpaid
0.1599,437.63,MORTGAGE,40518,Verified,small_business,10.16,0,0,17054,0.45,Paid
0.1689,533.06,RENT,100000,Verified,house,13.97,0,0,9613,0.2,Paid
0.1199,66.42,RENT,76248,Verified,other,19.91,0,0,9021,0.959,Paid
0.1099,183.32,OWN,66000,Not Verified,home_improvement,16.07,0,0,15658,0.695,Paid
0.1599,243.13,RENT,105000,Source Verified,debt_consolidation,10.32,0,0,18672,0.894,Paid
0.1349,230.05,MORTGAGE,128000,Source Verified,home_improvement,12.85,0,0,35626,0.607,Paid
0.0999,74.35,MORTGAGE,67200,Verified,major_purchase,25.11,0,0,3745,0.184,Paid
0.1399,348.95,MORTGAGE,95000,Source Verified,home_improvement,14.75,0,0,19793,0.351,Notpaid
0.1349,805.17,MORTGAGE,150000,Verified,major_purchase,12.72,0,0,6540,0.427,Paid
0.1799,365.59,MORTGAGE,249996,Verified,home_improvement,14.02,0,0,87773,0.938,Paid
0.1199,353.06,RENT,60000,Verified,credit_card,8.56,0,0,0,0,Paid
0.1349,488.6,RENT,79820,Verified,major_purchase,14.06,0,0,10032,0.288,Paid
0.2174,563.17,MORTGAGE,56300,Verified,debt_consolidation,16.05,0,0,7367,0.646,Notpaid
0.1099,141.3,MORTGAGE,63000,Source Verified,home_improvement,22.02,0,0,20898,0.685,Notpaid
0.1149,211.02,MORTGAGE,36000,Source Verified,debt_consolidation,15.75,0,0,8653,0.609,Paid
0.1299,202.14,RENT,50000,Source Verified,debt_consolidation,19.08,0,0,10242,0.931,Paid
0.0749,317.24,MORTGAGE,125000,Not Verified,debt_consolidation,4.06,0,0,53213,0.768,Paid
0.1689,696.08,MORTGAGE,99996,Verified,debt_consolidation,18.59,0,0,50190,0.448,Notpaid
0.0599,184.79,MORTGAGE,37000,Verified,home_improvement,8.95,0,0,16188,0.507,Paid
0.0542,90.48,RENT,57000,Source Verified,debt_consolidation,14.36,0,0,4367,0.095,Paid
0.1059,86.25,RENT,46728,Not Verified,debt_consolidation,2.9,0,0,939,0.125,Paid
0.0749,74.65,MORTGAGE,150600,Source Verified,car,12.15,0,0,120691,0.405,Paid
0.0849,113.63,RENT,30000,Not Verified,credit_card,20.32,0,0,2906,0.182,Paid
0.0749,373.22,RENT,32000,Source Verified,debt_consolidation,6.79,0,0,7225,0.287,Paid
0.1349,460.1,MORTGAGE,75000,Source Verified,other,19.47,0,0,16320,0.841,Notpaid
0.1299,477.71,MORTGAGE,130000,Verified,home_improvement,17.7,0,0,13790,0.556,Paid
0.1199,199.26,RENT,100000,Not Verified,credit_card,21.1,0,0,32197,0.828,Paid
0.1059,31.24,OWN,24000,Not Verified,debt_consolidation,29,0,0,2096,0.419,Paid
0.2062,636.78,MORTGAGE,220000,Verified,debt_consolidation,17.41,1,0,31902,0.899,Paid
0.1099,333.67,MORTGAGE,125000,Verified,home_improvement,15.26,0,0,3126,0.174,Paid
0.0749,388.78,RENT,98850,Verified,debt_consolidation,14.07,0,0,13261,0.191,Paid
0.0749,281.47,MORTGAGE,42000,Not Verified,debt_consolidation,29.77,0,0,8466,0.463,Paid
0.1349,169.66,MORTGAGE,114996,Verified,debt_consolidation,16.11,1,0,0,0.4361,Paid
0.0542,180.96,OWN,42000,Source Verified,car,5.74,0,0,39,0.004,Paid
0.0542,120.64,MORTGAGE,54000,Source Verified,debt_consolidation,22.89,0,0,6858,0.216,Paid
0.1399,410.08,MORTGAGE,36000,Verified,debt_consolidation,9.9,0,0,828,0.267,Paid
0.1199,333.6,MORTGAGE,65000,Source Verified,debt_consolidation,9.05,0,0,5563,0.687,Paid
0.2136,218.06,MORTGAGE,50000,Verified,home_improvement,6.84,0,0,3795,0.376,Paid
0.1929,465.9,RENT,32000,Verified,credit_card,17.03,0,0,9647,0.679,Notpaid
0.1099,286.94,RENT,42000,Source Verified,debt_consolidation,7.31,0,0,14143,0.296,Paid
0.1099,130.94,MORTGAGE,35000,Not Verified,debt_consolidation,7.41,0,0,8495,0.696,Notpaid
0.1099,293.79,RENT,52800,Source Verified,car,11.95,0,0,10820,0.698,Paid
0.1839,768.19,MORTGAGE,140000,Verified,home_improvement,9.3,0,0,6294,0.787,Paid
0.1599,263.65,MORTGAGE,85000,Verified,debt_consolidation,22.49,0,0,16150,0.881,Notpaid
0.1059,107.7,MORTGAGE,108000,Verified,home_improvement,3.18,0,0,42563,0.022,Paid
0.1149,131.93,MORTGAGE,72000,Source Verified,car,3.17,0,0,39098,0.897,Paid
0.0599,146.01,OWN,50000,Source Verified,home_improvement,8.52,0,0,5909,0.196,Paid
0.1199,199.26,MORTGAGE,72000,Source Verified,home_improvement,16.45,0,1,9417,0.48,Paid
0.0542,361.92,MORTGAGE,72000,Source Verified,other,8.18,0,0,869,0.063,Paid
0.1599,376.85,MORTGAGE,49000,Verified,debt_consolidation,19.69,0,0,27090,0.705,Paid
0.1149,351.81,MORTGAGE,73000,Source Verified,medical,29.11,0,0,12702,0.58,Paid
0.0699,444.57,MORTGAGE,92000,Source Verified,debt_consolidation,19.75,0,0,37904,0.273,Paid
0.1299,235.83,RENT,65000,Not Verified,wedding,12.39,0,0,10445,0.906,Paid
0.1479,142.08,MORTGAGE,38480,Not Verified,home_improvement,23.64,0,0,6081,0.751,Paid
0.1099,103.12,RENT,15300,Verified,debt_consolidation,19.76,0,0,9316,0.764,Paid
0.0749,155.51,MORTGAGE,26004,Not Verified,debt_consolidation,20.49,0,0,3773,0.424,Paid
0.1149,373.79,MORTGAGE,50000,Not Verified,major_purchase,12.74,0,0,200,0.006,Paid
0.0542,120.64,MORTGAGE,45000,Source Verified,other,25.17,0,0,5778,0.201,Paid
0.1599,527.29,OWN,80000,Source Verified,debt_consolidation,17.31,1,0,3037,0.154,Paid
0.0849,246.15,RENT,60000,Verified,debt_consolidation,19.78,0,0,3271,0.137,Notpaid
0.1349,478.42,RENT,48000,Not Verified,debt_consolidation,22.93,0,0,16242,0.8,Paid
0.1689,320.39,RENT,36000,Verified,debt_consolidation,14.4,0,0,11681,0.872,Notpaid
0.1099,366.63,MORTGAGE,132000,Verified,other,10.03,0,0,19159,0.939,Paid
0.1399,697.9,MORTGAGE,195000,Verified,debt_consolidation,8.29,0,0,34809,0.485,Paid
0.1479,691.26,MORTGAGE,120602.4,Verified,credit_card,10.26,0,0,23172,0.778,Paid
0.0699,308.73,RENT,30000,Not Verified,debt_consolidation,11.8,0,0,10968,0.19,Paid
0.0849,284.07,MORTGAGE,91200,Not Verified,other,0,0,0,0,0,Notpaid
0.1929,736.06,RENT,130000,Verified,debt_consolidation,22.36,0,0,118412,0.991,Paid
0.0749,317.24,RENT,42000,Not Verified,debt_consolidation,17.63,0,0,20208,0.374,Paid
0.0699,222.29,RENT,34200,Not Verified,car,2.42,0,0,3622,0.166,Paid
0.1199,733.91,MORTGAGE,150000,Verified,home_improvement,11.81,0,0,7712,0.482,Paid
0.1399,465.27,OWN,50004,Verified,debt_consolidation,21.33,0,0,11372,0.497,Paid
0.0999,225.84,RENT,35350,Source Verified,debt_consolidation,24.14,0,0,6838,0.438,Paid
0.1059,104.15,RENT,28000,Not Verified,debt_consolidation,18.86,0,0,8022,0.405,Paid
0.1799,432.87,RENT,35000,Verified,debt_consolidation,17.14,0,0,5503,0.809,Notpaid
0.1479,473.6,MORTGAGE,95000,Verified,debt_consolidation,15.71,0,0,7928,0.166,Paid
0.0599,243.34,MORTGAGE,50000,Not Verified,major_purchase,1.27,0,0,1367,0.062,Paid
0.1879,238.89,MORTGAGE,53376,Source Verified,debt_consolidation,19.27,0,0,22704,0.84,Paid
0.1059,488.18,RENT,74028,Verified,debt_consolidation,15.5,0,0,16994,0.881,Paid
0.1649,383.44,MORTGAGE,30720,Source Verified,debt_consolidation,10.16,0,0,9431,0.474,Paid
0.1299,209.29,RENT,80000,Not Verified,debt_consolidation,15.52,0,0,24565,0.859,Paid
0.1349,144.21,RENT,45600,Not Verified,credit_card,6.21,0,0,4254,0.905,Paid
0.1099,421.71,MORTGAGE,140000,Source Verified,debt_consolidation,19.32,0,0,19411,0.5,Paid
0.1299,409.47,RENT,138257,Verified,moving,26.9,0,0,54753,0.89,Paid
0.1479,592,RENT,65000,Verified,credit_card,16.84,0,0,8665,0.456,Paid
0.0599,197.72,RENT,42000,Not Verified,car,13.31,0,0,3013,0.235,Paid
0.1149,343.73,MORTGAGE,98320,Verified,debt_consolidation,18.6,0,0,6432,0.723,Paid
0.0699,308.73,RENT,41000,Source Verified,major_purchase,22.01,0,0,905,0.024,Paid
0.0542,144.77,RENT,48000,Not Verified,other,1.9,0,0,2741,0.116,Paid
0.1749,114.88,RENT,35004,Source Verified,other,1.37,0,0,1427,0.223,Paid
0.0999,63.73,MORTGAGE,30000,Not Verified,car,19.32,1,0,10961,0.378,Paid
0.1689,396.7,RENT,28056,Verified,debt_consolidation,5.77,0,0,6211,0.411,Notpaid
0.2211,830.45,MORTGAGE,156600,Verified,debt_consolidation,16.32,0,0,84250,0.386,Paid
0.1099,347.8,MORTGAGE,65000,Verified,debt_consolidation,20.38,0,0,8132,0.205,Paid
0.1299,323.42,RENT,78000,Not Verified,debt_consolidation,9.88,0,0,12945,0.61,Paid
0.0749,186.61,RENT,75000,Source Verified,debt_consolidation,12.86,0,0,9111,0.712,Paid
0.0542,162.87,OWN,33600,Not Verified,car,13.68,0,0,998,0.054,Paid
0.1199,332.1,RENT,45000,Not Verified,car,14.64,1,0,531,0.052,Notpaid
0.1349,475.03,MORTGAGE,69996,Not Verified,debt_consolidation,21.64,0,0,13612,0.81,Paid
0.1299,134.76,RENT,27993,Not Verified,debt_consolidation,6.9,0,0,2756,0.459,Paid
0.1149,263.86,RENT,93318,Source Verified,other,5.56,0,0,8954,0,Paid
0.1969,105.29,OWN,34800,Source Verified,debt_consolidation,2.76,0,0,2432,0.901,Paid
0.1099,65.47,RENT,32496,Source Verified,debt_consolidation,15.51,0,0,7929,0.922,Notpaid
0.1599,351.53,MORTGAGE,90000,Verified,home_improvement,11.04,1,0,26066,0.944,Notpaid
0.0749,373.22,RENT,76663,Not Verified,debt_consolidation,4.99,0,0,11516,0.505,Paid
0.1349,169.66,RENT,68004,Not Verified,other,5.15,1,0,4514,0.654,Paid
0.1969,534.99,MORTGAGE,92000,Source Verified,debt_consolidation,20.61,0,1,35076,0.808,Notpaid
0.1929,431.97,RENT,105000,Verified,home_improvement,1.17,3,0,874,0.06,Paid
0.1349,597.55,MORTGAGE,61000,Verified,debt_consolidation,15.58,0,0,30134,0.677,Paid
0.1479,197.88,MORTGAGE,22404,Verified,debt_consolidation,14.35,0,0,0,0,Notpaid
0.1599,194.51,RENT,65000,Not Verified,medical,19.51,0,0,29225,0.729,Paid
0.0849,157.82,MORTGAGE,131004,Verified,other,15.02,0,0,37077,0.622,Paid
0.0699,207.62,MORTGAGE,36000,Source Verified,debt_consolidation,3.73,0,0,5175,0.121,Notpaid
0.1059,258.47,MORTGAGE,56000,Not Verified,home_improvement,0.75,0,0,217,0.007,Notpaid
0.1479,142.08,RENT,84996,Source Verified,other,9.61,0,0,4510,0.267,Paid
0.1099,43.48,RENT,16000,Not Verified,other,23.18,0,0,2948,0.536,Paid
0.1299,181.99,MORTGAGE,46800,Source Verified,car,1.28,0,0,324,0.057,Paid
0.1879,473.25,MORTGAGE,85000,Verified,small_business,12.56,0,0,19529,0.475,Paid
0.0699,46.31,RENT,71000,Source Verified,house,18,0,0,5063,0.641,Paid
0.0599,167.3,RENT,15085,Source Verified,major_purchase,14.96,0,0,1443,0.062,Paid
0.0849,284.07,MORTGAGE,95000,Source Verified,other,11.13,1,0,4902,0.221,Paid
0.1059,390.54,OWN,57000,Not Verified,debt_consolidation,24.76,0,0,977,0.488,Paid
0.1349,207.05,MORTGAGE,39000,Not Verified,major_purchase,7.17,0,0,1240,0.079,Paid
0.0599,212.93,MORTGAGE,120000,Source Verified,major_purchase,5.41,0,0,0,0,Paid
0.1349,508.96,RENT,36000,Verified,debt_consolidation,13.17,0,0,12976,0.618,Paid
0.0849,445.83,RENT,39000,Source Verified,other,25.72,0,0,5001,0.272,Paid
0.1349,294.47,MORTGAGE,48000,Source Verified,debt_consolidation,26.43,0,0,18159,0.54,Notpaid
0.0999,133.09,MORTGAGE,60000,Verified,debt_consolidation,20.32,0,0,29888,0.491,Paid
0.1099,163.67,RENT,42000,Source Verified,home_improvement,14.83,0,1,675,0.096,Paid
0.1199,311.36,MORTGAGE,75000,Not Verified,debt_consolidation,24.38,0,0,21523,0.725,Paid
0.1349,92.02,RENT,45000,Not Verified,car,17.04,0,0,2929,0.714,Paid
0.0542,126.68,RENT,93000,Source Verified,other,7.63,0,0,35444,0.134,Paid
0.1349,169.66,MORTGAGE,120000,Source Verified,home_improvement,14.05,0,1,31992,0.891,Paid
0.1199,100.08,MORTGAGE,42000,Verified,major_purchase,4.83,1,1,2113,0.274,Paid
0.0749,217.72,RENT,52000,Source Verified,debt_consolidation,18.9,0,1,5571,0.453,Paid
0.2062,697.18,RENT,57491,Verified,small_business,23.21,0,0,13664,0.911,Paid
0.1349,253.06,RENT,50400,Source Verified,debt_consolidation,5.9,0,0,4427,0.465,Paid
0.1099,392.81,MORTGAGE,100000,Verified,debt_consolidation,14.36,0,0,30780,0.85,Paid
0.1839,204.85,MORTGAGE,36000,Not Verified,debt_consolidation,21.9,3,0,6965,0.893,Paid
0.1099,163.67,RENT,75000,Source Verified,debt_consolidation,5.2,0,0,9456,0.468,Paid
0.0749,139.96,MORTGAGE,66000,Not Verified,home_improvement,15.8,0,0,4984,0.375,Paid
0.1479,132.61,OWN,30000,Source Verified,other,11.8,0,0,5621,0.907,Notpaid
0.1037,811.03,MORTGAGE,210000,Verified,credit_card,13.14,0,0,36515,0.797,Paid
0.2062,161.05,MORTGAGE,165000,Source Verified,home_improvement,13.27,1,0,1918,0.505,Paid
0.1929,351.71,OWN,27000,Source Verified,credit_card,13.96,0,0,3863,0.471,Paid
0.1862,239.96,MORTGAGE,19200,Verified,major_purchase,3.19,2,0,783,0.712,Paid
0.1149,123.14,MORTGAGE,65000,Source Verified,debt_consolidation,17.34,0,0,54165,0.381,Paid
0.1929,913.52,MORTGAGE,65000,Verified,debt_consolidation,16.5,1,0,6829,0.455,Notpaid
0.0849,362.98,RENT,22188,Verified,debt_consolidation,7.63,0,0,5150,0.402,Paid
0.0749,653.14,MORTGAGE,90000,Verified,other,10.28,0,0,16243,0.286,Paid
0.1749,753.51,MORTGAGE,68004,Verified,debt_consolidation,9.63,0,0,19653,0.482,Paid
0.2025,532.67,RENT,50000,Verified,major_purchase,16.42,0,0,6503,0.985,Paid
0.1099,474.65,OWN,36000,Source Verified,other,21.9,0,0,18768,0.772,Paid
0.1099,425.55,RENT,46000,Source Verified,medical,11.66,0,0,2503,0.09,Paid
0.0749,373.22,OWN,110400,Source Verified,debt_consolidation,7.37,0,0,24637,0.273,Paid
0.1149,403.9,RENT,36000,Source Verified,debt_consolidation,24.47,0,1,10391,0.896,Paid
0.1299,113.74,RENT,48000,Not Verified,car,8.25,0,0,0,0,Paid
0.1523,313.24,MORTGAGE,78000,Source Verified,debt_consolidation,17.43,0,0,3733,0.467,Paid
0.0849,75.76,RENT,40000,Not Verified,debt_consolidation,3.81,0,0,3085,0.391,Paid
0.0999,180.67,RENT,30000,Source Verified,debt_consolidation,10.64,0,0,7130,0.198,Notpaid
0.1299,202.14,MORTGAGE,84996,Source Verified,home_improvement,16.32,1,0,2441,0.381,Paid
0.0849,473.45,MORTGAGE,60000,Source Verified,home_improvement,6.04,0,0,81754,0.725,Notpaid
0.0849,246.15,MORTGAGE,108000,Not Verified,credit_card,6.83,0,0,10440,0.214,Paid
0.1199,471.48,OWN,144240,Verified,other,15.77,0,0,1577,0.08,Notpaid
0.1839,204.85,RENT,60000,Not Verified,debt_consolidation,21.94,0,0,14015,0.801,Notpaid
0.1059,260.36,RENT,41600,Source Verified,car,3.66,0,0,4680,0.189,Paid
0.2025,406.16,OWN,45000,Not Verified,debt_consolidation,24.1,0,0,149,0.598,Paid
0.1399,139.58,RENT,13800,Verified,car,9.65,0,0,2374,0.188,Notpaid
0.0542,96.52,MORTGAGE,60000,Not Verified,home_improvement,23.82,0,0,16351,0.551,Paid
0.0999,485.56,RENT,37800,Verified,credit_card,20.25,0,0,18520,0.686,Paid
0.1523,124.34,MORTGAGE,72000,Verified,car,10.83,0,0,27997,0.838,Notpaid
0.1799,253.88,RENT,51600,Source Verified,car,8.93,0,0,37,0.012,Paid
0.1349,575.12,MORTGAGE,94860,Verified,home_improvement,19.86,0,0,2740,0.148,Paid
0.0749,373.22,MORTGAGE,69900,Verified,debt_consolidation,22.88,0,0,23699,0.404,Paid
0.1349,212.07,MORTGAGE,86000,Verified,debt_consolidation,24.2,1,0,15784,0.509,Notpaid
0.1523,260.84,MORTGAGE,92004,Not Verified,other,16.03,0,0,12340,0.84,Notpaid
0.1199,177.92,MORTGAGE,65000,Source Verified,home_improvement,13.75,0,0,8021,0.281,Paid
0.1349,253.64,MORTGAGE,42320,Not Verified,credit_card,13.27,0,0,4694,0.368,Paid
0.1349,460.1,RENT,39996,Verified,major_purchase,5.28,0,0,9525,0.567,Notpaid
0.1149,549.69,MORTGAGE,62000,Verified,debt_consolidation,7.51,0,0,16840,0.364,Paid
0.0849,154.66,RENT,50000,Not Verified,debt_consolidation,5.02,0,0,3806,0.472,Paid
0.1649,169.92,RENT,32000,Not Verified,vacation,22.58,1,0,0,0,Paid
0.1749,226.06,RENT,67596,Not Verified,debt_consolidation,13.7,0,1,5585,0.716,Paid
0.1929,730.82,MORTGAGE,160000,Verified,debt_consolidation,12.05,0,0,11420,0.313,Paid
0.1929,626.41,RENT,40000,Verified,debt_consolidation,16.11,0,0,23300,0.877,Paid
0.1199,155.68,MORTGAGE,106452,Source Verified,other,16.33,0,0,10253,0.621,Paid
0.1749,430.77,OWN,36000,Verified,debt_consolidation,12.93,0,0,552,0.92,Paid
0.1689,148.77,RENT,40000,Verified,small_business,6.66,0,0,7865,0.828,Notpaid
0.1799,578.36,RENT,60000,Not Verified,debt_consolidation,16.08,1,0,17047,0.743,Paid
0.0749,342.12,OWN,45000,Not Verified,debt_consolidation,16.21,0,0,10229,0.306,Paid
0.0999,371.02,MORTGAGE,74263,Not Verified,debt_consolidation,8.4,0,0,3687,0.614,Paid
0.1199,99.63,RENT,45000,Not Verified,credit_card,15.09,1,0,3436,0.477,Paid
0.0599,212.93,RENT,175436,Source Verified,small_business,9.49,0,0,18576,0.243,Paid
0.1349,81.44,RENT,60000,Not Verified,debt_consolidation,5.04,2,0,3966,0.64,Notpaid
0.1149,109.94,MORTGAGE,54000,Verified,debt_consolidation,20.36,0,0,3022,0.465,Paid
0.1149,637.65,MORTGAGE,93000,Verified,debt_consolidation,10.9,0,0,11614,0.353,Paid
0.1099,434.75,MORTGAGE,110000,Verified,debt_consolidation,3.93,0,0,435,0.01,Notpaid
0.1479,172.82,MORTGAGE,36000,Source Verified,home_improvement,15.2,0,0,1251,0.09,Paid
0.1599,140.61,RENT,45000,Source Verified,credit_card,18.6,0,0,5131,0.885,Paid
0.0699,246.99,MORTGAGE,69912,Source Verified,credit_card,14.09,0,0,2969,0.065,Paid
0.0699,92.62,MORTGAGE,54072,Source Verified,major_purchase,1.22,0,0,1687,0.13,Paid
0.0999,161.32,MORTGAGE,65000,Source Verified,home_improvement,16.62,0,0,3167,0.434,Notpaid
0.0749,186.61,MORTGAGE,102000,Verified,major_purchase,14.29,0,0,14170,0.399,Paid
0.0749,124.41,MORTGAGE,45000,Not Verified,other,10.75,0,0,3610,0.41,Paid
0.0849,157.82,MORTGAGE,80476.97,Source Verified,credit_card,16.89,0,0,43734,0.558,Notpaid
0.1749,251.17,MORTGAGE,180000,Verified,home_improvement,10.65,0,0,37778,0,Paid
0.1099,45.83,MORTGAGE,53408,Source Verified,debt_consolidation,24.87,0,0,15174,0.709,Paid
0.0849,220.95,OWN,120000,Not Verified,car,24.12,0,0,59797,0.649,Paid
0.1523,478.22,RENT,60504,Verified,debt_consolidation,15.77,0,0,9284,0.275,Paid
0.1839,640.16,MORTGAGE,72000,Verified,debt_consolidation,9.57,0,0,21940,0.828,Paid
0.1349,644.14,MORTGAGE,90000,Source Verified,debt_consolidation,9.57,0,0,9253,0.209,Notpaid
0.1349,230.05,OWN,40000,Source Verified,house,21.63,0,0,9422,0.693,Paid
0.1479,426.24,RENT,48000,Source Verified,debt_consolidation,20.65,0,0,8166,0.241,Notpaid
0.1099,785.62,RENT,78000,Verified,credit_card,12.35,0,0,21096,0.79,Paid
0.0749,199.06,MORTGAGE,45000,Not Verified,debt_consolidation,14,0,0,8576,0.809,Paid
0.0849,315.63,MORTGAGE,68000,Source Verified,debt_consolidation,12.07,0,0,9902,0.399,Paid
0.1099,130.94,RENT,20000,Source Verified,debt_consolidation,24.48,0,0,1005,0.057,Paid
0.0699,154.37,MORTGAGE,48000,Source Verified,car,0.63,0,0,0,0,Paid
0.1649,283.2,MORTGAGE,51000,Not Verified,credit_card,24.82,0,0,7527,0.4,Notpaid
0.1599,126.55,RENT,21112,Verified,debt_consolidation,22.05,0,0,4059,0.676,Notpaid
0.1149,39.57,MORTGAGE,42000,Source Verified,car,1.14,0,0,891,0.137,Paid
0.0749,429.21,RENT,117500,Source Verified,debt_consolidation,5.74,0,0,11170,0.781,Paid
0.1299,222.35,MORTGAGE,24996,Not Verified,debt_consolidation,15.07,0,0,4640,0.377,Paid
0.0542,126.68,RENT,62000,Not Verified,small_business,7.53,0,0,665,0.266,Paid
0.0849,47.35,RENT,32004,Not Verified,other,2.44,0,0,450,0.136,Paid
0.1799,88.86,MORTGAGE,116004,Not Verified,other,19.2,0,0,31157,0.946,Notpaid
0.1825,510.6,MORTGAGE,120000,Source Verified,debt_consolidation,14.54,0,0,28971,0.969,Paid
0.1199,389.19,MORTGAGE,50000,Source Verified,home_improvement,7.44,0,0,20380,0.306,Paid
0.1879,355.1,RENT,41004,Verified,other,12.38,0,0,8414,0.406,Notpaid
0.1199,733.91,OWN,170000,Verified,debt_consolidation,8.24,0,0,10062,0.145,Paid
0.1649,223.68,MORTGAGE,93330,Not Verified,car,9.71,0,0,12616,0.733,Paid
0.1689,961.15,RENT,85399,Verified,debt_consolidation,19.83,0,0,27493,0.828,Paid
0.0999,209.71,RENT,63360,Not Verified,other,0.7,0,0,1938,0.646,Paid
0.1199,199.26,MORTGAGE,29004,Source Verified,debt_consolidation,13.86,0,0,11365,0.514,Paid
0.1479,172.82,MORTGAGE,130000,Verified,other,8.82,9,0,1796,0.171,Paid
0.0749,311.02,RENT,44000,Not Verified,other,9.68,0,0,17643,0.497,Paid
0.1879,331.21,MORTGAGE,85000,Source Verified,debt_consolidation,21.47,0,0,14493,0.929,Paid
0.0599,212.93,MORTGAGE,50000,Source Verified,other,6.46,0,0,186,0.008,Paid
0.0699,43.23,RENT,25200,Source Verified,car,11.29,1,0,0,0,Paid
